714,1103,62309,62309,8753,TASK_INTERVIEW,2019-07-28 08:08:54.536647+0000,2019-07-28 12:21:49.683334+0000
717,1111,40043,40043,367,TASK_INTERVIEW,2019-07-28 08:08:57.671859+0000,2019-07-28 12:17:36.908839+0000
719,1117,40048,40048,372,TASK_INTERVIEW,2019-07-28 08:08:59.931016+0000,2019-07-28 12:17:22.691105+0000
721,1122,40118,40118,429,TASK_INTERVIEW,2019-07-28 08:09:00.683583+0000,2019-07-28 12:16:13.113980+0000
722,1125,40363,40363,657,TASK_INTERVIEW,2019-07-28 08:09:02.225908+0000,2019-07-28 12:17:01.121541+0000
723,1128,40364,40364,658,TASK_INTERVIEW,2019-07-28 08:09:03.624323+0000,2019-07-28 12:17:01.552656+0000
724,1131,40366,40366,660,TASK_INTERVIEW,2019-07-28 08:09:04.511004+0000,2019-07-28 12:17:02.421909+0000
726,1144,40347,40347,641,TASK_INTERVIEW,2019-07-28 08:09:08.817655+0000,2019-07-28 12:16:52.447327+0000
727,1146,40348,40348,642,TASK_INTERVIEW,2019-07-28 08:09:09.999273+0000,2019-07-28 12:15:59.743935+0000
728,1150,40352,40352,646,TASK_INTERVIEW,2019-07-28 08:09:11.654487+0000,2019-07-28 12:17:44.149080+0000
729,1154,40379,40379,673,TASK_INTERVIEW,2019-07-28 08:09:13.236534+0000,2019-07-28 12:14:39.278547+0000
730,1156,40380,40380,674,TASK_INTERVIEW,2019-07-28 08:09:14.042686+0000,2019-07-28 12:14:39.694513+0000
731,1158,40439,40439,730,TASK_INTERVIEW,2019-07-28 08:09:14.838964+0000,2019-07-28 12:32:02.935031+0000
732,1160,46325,46325,1009,TASK_INTERVIEW,2019-07-28 08:09:15.681760+0000,2019-07-28 12:11:17.195705+0000
733,1162,46358,46358,1255,TASK_INTERVIEW,2019-07-28 08:09:16.446322+0000,2019-07-28 12:11:10.057474+0000
734,1164,62494,62494,9068,TASK_INTERVIEW,2019-07-28 08:09:17.186279+0000,2019-07-28 12:17:42.307359+0000
735,1168,62556,62556,9199,TASK_INTERVIEW,2019-07-28 08:09:18.674051+0000,2019-07-28 12:18:22.123505+0000
736,1296,40021,40021,345,TASK_INTERVIEW,2019-07-28 08:09:58.936888+0000,2019-07-28 12:16:15.742968+0000
737,1298,40038,40038,362,TASK_INTERVIEW,2019-07-28 08:09:59.589512+0000,2019-07-28 12:17:15.893226+0000
738,1304,40204,40204,511,TASK_INTERVIEW,2019-07-28 08:10:03.742157+0000,2019-07-28 12:17:00.040546+0000
739,1305,60120,60120,5000,TASK_INTERVIEW,2019-07-28 08:10:04.026649+0000,2019-07-28 12:17:16.798143+0000
740,1306,60121,60121,5020,TASK_INTERVIEW,2019-07-28 08:10:04.539582+0000,2019-07-28 12:17:04.805346+0000
741,1307,60122,60122,5001,TASK_INTERVIEW,2019-07-28 08:10:04.959215+0000,2019-07-28 12:17:17.068698+0000
742,1308,62415,62415,8931,TASK_INTERVIEW,2019-07-28 08:10:05.403727+0000,2019-07-28 12:16:22.401291+0000
743,1309,62560,62560,9211,TASK_INTERVIEW,2019-07-28 08:10:05.835636+0000,2019-07-28 12:16:01.421717+0000
744,1310,62651,62651,9339,TASK_INTERVIEW,2019-07-28 08:10:05.995630+0000,2019-07-28 12:15:51.715873+0000
746,1314,40460,40460,750,TASK_INTERVIEW,2019-07-28 08:10:07.213259+0000,2019-07-28 12:16:05.574761+0000
747,1317,40462,40462,752,TASK_INTERVIEW,2019-07-28 08:10:08.562013+0000,2019-07-28 12:17:35.197730+0000
